CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore
937,49,Male,France,118414,8,10,9,High,Bronze,100
938,67,Female,France,54402,10,1,3,Low,Gold,71.63
939,68,Male,Canada,53190,10,7,15,High,Silver,100
940,36,Female,USA,94430,5,5,11,Low,Gold,78.89
941,38,Male,UK,117714,2,8,10,Low,Bronze,91.85
942,22,Male,USA,97136,10,1,11,Medium,Silver,100
943,35,Female,USA,60064,8,9,15,Medium,Silver,100
944,45,Female,Canada,68960,1,3,3,Medium,Bronze,62.59
945,59,Female,Canada,68563,5,1,8,Low,Gold,66.41
946,39,Female,Germany,55216,1,6,14,Low,Gold,68.52
947,38,Male,Germany,117891,1,9,6,Medium,Bronze,85.8
948,23,Male,Germany,102213,2,1,16,High,Silver,66.47
949,18,Male,Germany,108754,8,7,14,Medium,Bronze,100
950,22,Male,Germany,57650,10,3,18,Low,Gold,100
951,58,Male,France,51899,4,4,9,High,Silver,72.83
952,29,Male,Canada,106522,5,4,7,Low,Gold,78.75
953,43,Male,UK,44756,1,1,9,High,Bronze,42.46
954,63,Male,UK,78953,9,7,4,High,Bronze,100
955,51,Female,UK,77948,5,6,1,High,Bronze,96.01
956,66,Male,UK,68657,10,2,14,Low,Bronze,100
957,31,Female,UK,89072,2,3,7,Low,Bronze,39.97
958,43,Female,France,116259,10,2,11,Low,Bronze,100
959,62,Female,Canada,94613,7,7,6,High,Gold,100
960,44,Female,Germany,116489,10,4,4,Medium,Silver,100
961,26,Male,Germany,118243,6,7,14,High,Silver,88.21
962,43,Female,Germany,64995,4,5,11,Medium,Silver,54.6
963,64,Male,Canada,78910,8,5,6,Low,Bronze,100
964,39,Male,Canada,89461,10,10,20,Medium,Gold,100
965,64,Female,France,96087,10,1,13,Low,Bronze,100
966,47,Male,France,45368,9,2,16,Low,Gold,95.27
967,60,Male,Germany,115617,7,1,10,Medium,Gold,83.5
968,65,Female,Canada,72437,6,4,8,High,Silver,71.67
969,34,Female,Germany,67008,7,1,11,Low,Silver,62.89
970,43,Male,France,80838,5,2,19,Low,Gold,65.95
971,53,Male,Germany,58751,3,7,10,Medium,Bronze,93.27
972,18,Male,France,88930,7,5,9,High,Silver,90.54
973,25,Male,USA,32645,4,3,6,Medium,Gold,53.76
974,66,Female,UK,56255,8,9,17,Medium,Gold,100
975,52,Female,USA,99804,5,10,20,High,Bronze,100
976,69,Female,Germany,91628,5,2,7,Low,Gold,81.86
977,32,Female,Germany,65595,5,1,20,Low,Gold,62.53
978,64,Male,Canada,70136,6,5,4,High,Silver,94.46
979,39,Female,UK,99507,4,4,19,Medium,Silver,100
980,31,Male,France,67477,2,5,9,Low,Bronze,66.73
981,43,Male,Germany,115881,6,10,13,Low,Silver,100
982,45,Female,France,41465,1,9,1,Medium,Gold,66.97
983,40,Male,France,36306,4,10,8,Low,Silver,94.41
984,31,Male,France,49730,6,2,17,Medium,Silver,73.86
985,41,Male,USA,32330,1,9,9,High,Silver,82.33
986,19,Female,France,79704,6,8,9,High,Bronze,100
987,62,Male,Canada,68939,6,3,20,High,Bronze,100
988,43,Male,USA,63342,3,5,8,High,Silver,80.31
989,31,Male,USA,52338,1,9,12,Low,Gold,77.57
990,68,Male,Germany,93976,3,5,10,Medium,Bronze,91.11
991,24,Female,UK,113372,1,1,9,High,Gold,74.24
992,20,Female,UK,108540,8,8,4,High,Gold,100
993,64,Male,Germany,38639,7,9,12,Low,Bronze,100
994,40,Male,UK,66174,3,2,6,Low,Silver,52
995,63,Male,France,112376,8,10,14,High,Gold,100
996,60,Female,Canada,33366,4,7,13,Medium,Gold,95.13
997,64,Female,France,41385,10,10,11,High,Silver,100
998,62,Male,UK,58476,2,3,9,High,Silver,72.84
999,35,Male,UK,81665,6,2,11,Low,Bronze,83.43
1000,55,Female,Canada,39922,9,10,19,Medium,Silver,100
1001,52,Male,USA,105611,7,2,7,Medium,Gold,70.51
1002,68,Female,USA,72792,5,2,3,Medium,Silver,71.75
1003,32,Male,Canada,53086,3,10,10,Medium,Gold,100
1004,42,Male,USA,59334,5,1,16,Low,Bronze,58.39
1005,54,Male,UK,110249,7,10,10,Low,Bronze,100
1006,45,Male,USA,113020,3,7,19,High,Bronze,67.8
1007,27,Female,UK,49214,2,2,11,Medium,Silver,55.77
1008,56,Female,Germany,117963,6,9,18,High,Gold,100
1009,34,Female,France,64316,8,8,2,High,Gold,97.1
1010,56,Male,USA,52657,7,7,20,Medium,Silver,88.44
1011,39,Male,Germany,74092,4,5,1,Medium,Silver,71.53
